3996.58429,0.06783
3994.54522,0.06887
3992.50615,0.06807
3990.46707,0.06723
3988.42800,0.06850
3986.38892,0.07012
3984.34985,0.07028
3982.31078,0.06991
3980.27170,0.06993
3978.23263,0.06913
3976.19356,0.06759
3974.15448,0.06605
3972.11541,0.06414
3970.07634,0.06358
3968.03726,0.06580
3965.99819,0.06791
3963.95911,0.06714
3961.92004,0.06517
3959.88097,0.06305
3957.84189,0.06049
3955.80282,0.06035
3953.76375,0.06321
3951.72467,0.06580
3949.68560,0.06695
3947.64653,0.06791
3945.60745,0.06779
3943.56838,0.06541
3941.52930,0.06444
3939.49023,0.06591
3937.45116,0.06560
3935.41208,0.06281
3933.37301,0.05968
3931.33394,0.05892
3929.29486,0.06169
3927.25579,0.06452
3925.21672,0.06405
3923.17764,0.06146
3921.13857,0.05956
3919.09949,0.05897
3917.06042,0.05908
3915.02135,0.05984
3912.98227,0.06126
3910.94320,0.06191
3908.90413,0.06146
3906.86505,0.06061
3904.82598,0.05850
3902.78691,0.05714
3900.74783,0.05833
3898.70876,0.05965
3896.66968,0.06099
3894.63061,0.06171
3892.59154,0.05981
3890.55246,0.05797
3888.51339,0.05913
3886.47432,0.05908
3884.43524,0.05662
3882.39617,0.05546
3880.35710,0.05486
3878.31802,0.05539
3876.27895,0.05655
3874.23988,0.05677
3872.20080,0.05763
3870.16173,0.05752
3868.12265,0.05686
3866.08358,0.05699
3864.04451,0.05441
3862.00543,0.05102
3859.96636,0.05161
3857.92729,0.05498
3855.88821,0.05765
3853.84914,0.05554
3851.81007,0.05142
3849.77099,0.05200
3847.73192,0.05419
3845.69284,0.05466
3843.65377,0.05468
3841.61470,0.05614
3839.57562,0.05640
3837.53655,0.05338
3835.49748,0.05174
3833.45840,0.05358
3831.41933,0.05578
3829.38026,0.05721
3827.34118,0.05802
3825.30211,0.05801
3823.26303,0.05792
3821.22396,0.05674
3819.18489,0.05541
3817.14581,0.05374
3815.10674,0.05119
3813.06767,0.05091
3811.02859,0.05240
3808.98952,0.05400
3806.95045,0.05515
3804.91137,0.05594
3802.87230,0.05479
3800.83322,0.05074
3798.79415,0.04948
3796.75508,0.05184
3794.71600,0.05432
3792.67693,0.05575
3790.63786,0.05447
3788.59878,0.05109
3786.55971,0.04955
3784.52064,0.05002
3782.48156,0.05074
3780.44249,0.05103
3778.40342,0.05142
3776.36434,0.05263
3774.32527,0.05294
3772.28619,0.05191
3770.24712,0.05133
3768.20805,0.05218
3766.16897,0.05231
3764.12990,0.05148
3762.09083,0.05174
3760.05175,0.05245
3758.01268,0.05307
3755.97361,0.05361
3753.93453,0.05343
3751.89546,0.05093
3749.85638,0.04677
3747.81731,0.04550
3745.77824,0.04501
3743.73916,0.04343
3741.70009,0.04539
3739.66102,0.04962
3737.62194,0.05088
3735.58287,0.04764
3733.54380,0.04586
3731.50472,0.04842
3729.46565,0.05147
3727.42657,0.05206
3725.38750,0.05036
3723.34843,0.04861
3721.30935,0.04704
3719.27028,0.04635
3717.23121,0.04802
3715.19213,0.05033
3713.15306,0.05034
3711.11399,0.04791
3709.07491,0.04616
3707.03584,0.04569
3704.99676,0.04597
3702.95769,0.04658
3700.91862,0.04715
3698.87954,0.04799
3696.84047,0.04884
3694.80140,0.04876
3692.76232,0.04710
3690.72325,0.04438
3688.68418,0.04235
3686.64510,0.04313
3684.60603,0.04560
3682.56696,0.04684
3680.52788,0.04660
3678.48881,0.04644
3676.44973,0.04527
3674.41066,0.04344
3672.37159,0.04352
3670.33251,0.04274
3668.29344,0.04162
3666.25437,0.04339
3664.21529,0.04574
3662.17622,0.04650
3660.13715,0.04649
3658.09807,0.04642
3656.05900,0.04570
3654.01992,0.04533
3651.98085,0.04475
3649.94178,0.04231
3647.90270,0.04088
3645.86363,0.04185
3643.82456,0.04287
3641.78548,0.04341
3639.74641,0.04375
3637.70734,0.04401
3635.66826,0.04397
3633.62919,0.04373
3631.59011,0.04392
3629.55104,0.04287
3627.51197,0.04059
3625.47289,0.04012
3623.43382,0.04035
3621.39475,0.04019
3619.35567,0.03958
3617.31660,0.03938
3615.27753,0.04003
3613.23845,0.04070
3611.19938,0.04082
3609.16030,0.04016
3607.12123,0.04094
3605.08216,0.04313
3603.04308,0.04334
3601.00401,0.04170
3598.96494,0.04032
3596.92586,0.03929
3594.88679,0.03950
3592.84772,0.04218
3590.80864,0.04527
3588.76957,0.04582
3586.73049,0.04474
3584.69142,0.04520
3582.65235,0.04545
3580.61327,0.04375
3578.57420,0.04195
3576.53513,0.04118
3574.49605,0.04042
3572.45698,0.03961
3570.41791,0.03929
3568.37883,0.03885
3566.33976,0.03909
3564.30069,0.04156
3562.26161,0.04391
3560.22254,0.04388
3558.18346,0.04311
3556.14439,0.04360
3554.10532,0.04463
3552.06624,0.04506
3550.02717,0.04512
3547.98810,0.04458
3545.94902,0.04328
3543.90995,0.04300
3541.87088,0.04355
3539.83180,0.04292
3537.79273,0.04141
3535.75365,0.04127
3533.71458,0.04266
3531.67551,0.04272
3529.63643,0.04082
3527.59736,0.03958
3525.55829,0.04043
3523.51921,0.04179
3521.48014,0.04223
3519.44107,0.04270
3517.40199,0.04330
3515.36292,0.04289
3513.32384,0.04163
3511.28477,0.04079
3509.24570,0.04048
3507.20662,0.04002
3505.16755,0.03932
3503.12848,0.03836
3501.08940,0.03785
3499.05033,0.03825
3497.01126,0.03910
3494.97218,0.04025
3492.93311,0.04134
3490.89403,0.04144
3488.85496,0.04007
3486.81589,0.03883
3484.77681,0.03902
3482.73774,0.03952
3480.69867,0.03965
3478.65959,0.03932
3476.62052,0.03881
3474.58145,0.03857
3472.54237,0.03807
3470.50330,0.03761
3468.46423,0.03786
3466.42515,0.03837
3464.38608,0.03946
3462.34700,0.04107
3460.30793,0.04158
