200	0.365
200.5	0.367
201	0.369
201.5	0.372
202	0.376
202.5	0.379
203	0.382
203.5	0.384
204	0.386
204.5	0.387
205	0.389
205.5	0.391
206	0.39
206.5	0.391
207	0.392
207.5	0.39
208	0.39
208.5	0.388
209	0.387
209.5	0.385
210	0.383
210.5	0.381
211	0.378
211.5	0.375
212	0.371
212.5	0.367
213	0.362
213.5	0.357
214	0.351
214.5	0.345
215	0.338
215.5	0.33
216	0.322
216.5	0.314
217	0.305
217.5	0.297
218	0.287
218.5	0.279
219	0.268
219.5	0.259
220	0.249
220.5	0.239
221	0.229
221.5	0.22
222	0.211
222.5	0.201
223	0.192
223.5	0.183
224	0.175
224.5	0.168
225	0.16
225.5	0.153
226	0.147
226.5	0.141
227	0.135
227.5	0.13
228	0.126
228.5	0.121
229	0.117
229.5	0.114
230	0.111
230.5	0.108
231	0.105
231.5	0.103
232	0.101
232.5	0.099
233	0.097
233.5	0.096
234	0.095
234.5	0.094
235	0.093
235.5	0.092
236	0.091
236.5	0.091
237	0.09
237.5	0.09
238	0.09
238.5	0.089
239	0.089
239.5	0.089
240	0.09
240.5	0.09
241	0.09
241.5	0.09
242	0.091
242.5	0.091
243	0.092
243.5	0.092
244	0.093
244.5	0.093
245	0.094
245.5	0.095
246	0.095
246.5	0.096
247	0.097
247.5	0.098
248	0.098
248.5	0.099
249	0.1
249.5	0.101
250	0.101
250.5	0.102
251	0.103
251.5	0.103
252	0.104
252.5	0.104
253	0.105
253.5	0.106
254	0.106
254.5	0.106
255	0.107
255.5	0.107
256	0.107
256.5	0.107
257	0.108
257.5	0.108
258	0.107
258.5	0.107
259	0.107
259.5	0.107
260	0.107
260.5	0.106
261	0.106
261.5	0.105
262	0.105
262.5	0.104
263	0.103
263.5	0.102
264	0.101
264.5	0.1
265	0.099
265.5	0.098
266	0.097
266.5	0.096
267	0.095
267.5	0.094
268	0.093
268.5	0.091
269	0.09
269.5	0.089
270	0.088
270.5	0.086
271	0.085
271.5	0.084
272	0.083
272.5	0.081
273	0.08
273.5	0.079
274	0.078
274.5	0.077
275	0.076
275.5	0.075
276	0.074
276.5	0.073
277	0.071
277.5	0.07
278	0.07
278.5	0.069
279	0.068
279.5	0.067
280	0.066
280.5	0.066
281	0.065
