3996.58429,0.03629
3994.54522,0.03543
3992.50615,0.03396
3990.46707,0.03360
3988.42800,0.03474
3986.38892,0.03621
3984.34985,0.03636
3982.31078,0.03504
3980.27170,0.03332
3978.23263,0.03205
3976.19356,0.03275
3974.15448,0.03433
3972.11541,0.03410
3970.07634,0.03335
3968.03726,0.03433
3965.99819,0.03615
3963.95911,0.03670
3961.92004,0.03621
3959.88097,0.03532
3957.84189,0.03368
3955.80282,0.03319
3953.76375,0.03424
3951.72467,0.03478
3949.68560,0.03518
3947.64653,0.03676
3945.60745,0.03769
3943.56838,0.03648
3941.52930,0.03540
3939.49023,0.03512
3937.45116,0.03463
3935.41208,0.03473
3933.37301,0.03459
3931.33394,0.03355
3929.29486,0.03340
3927.25579,0.03356
3925.21672,0.03242
3923.17764,0.03098
3921.13857,0.03147
3919.09949,0.03326
3917.06042,0.03395
3915.02135,0.03340
3912.98227,0.03271
3910.94320,0.03256
3908.90413,0.03283
3906.86505,0.03265
3904.82598,0.03148
3902.78691,0.03048
3900.74783,0.03114
3898.70876,0.03238
3896.66968,0.03327
3894.63061,0.03366
3892.59154,0.03278
3890.55246,0.03208
3888.51339,0.03391
3886.47432,0.03595
3884.43524,0.03617
3882.39617,0.03591
3880.35710,0.03453
3878.31802,0.03296
3876.27895,0.03259
3874.23988,0.03297
3872.20080,0.03383
3870.16173,0.03305
3868.12265,0.03186
3866.08358,0.03287
3864.04451,0.03321
3862.00543,0.03179
3859.96636,0.03239
3857.92729,0.03516
3855.88821,0.03698
3853.84914,0.03493
3851.81007,0.03069
3849.77099,0.03023
3847.73192,0.03254
3845.69284,0.03359
3843.65377,0.03281
3841.61470,0.03263
3839.57562,0.03196
3837.53655,0.02977
3835.49748,0.02877
3833.45840,0.02976
3831.41933,0.03171
3829.38026,0.03389
3827.34118,0.03584
3825.30211,0.03696
3823.26303,0.03698
3821.22396,0.03588
3819.18489,0.03517
3817.14581,0.03393
3815.10674,0.03135
3813.06767,0.03068
3811.02859,0.03166
3808.98952,0.03254
3806.95045,0.03312
3804.91137,0.03380
3802.87230,0.03303
3800.83322,0.02963
3798.79415,0.02779
3796.75508,0.02885
3794.71600,0.03060
3792.67693,0.03233
3790.63786,0.03309
3788.59878,0.03221
3786.55971,0.03168
3784.52064,0.03162
3782.48156,0.03113
3780.44249,0.03073
3778.40342,0.03123
3776.36434,0.03258
3774.32527,0.03265
3772.28619,0.03140
3770.24712,0.03081
3768.20805,0.03097
3766.16897,0.03074
3764.12990,0.03045
3762.09083,0.03070
3760.05175,0.03094
3758.01268,0.03031
3755.97361,0.02898
3753.93453,0.02818
3751.89546,0.02746
3749.85638,0.02660
3747.81731,0.02813
3745.77824,0.02987
3743.73916,0.02772
3741.70009,0.02608
3739.66102,0.02795
3737.62194,0.03009
3735.58287,0.03000
3733.54380,0.02969
3731.50472,0.03092
3729.46565,0.03173
3727.42657,0.03102
3725.38750,0.03035
3723.34843,0.03052
3721.30935,0.02973
3719.27028,0.02870
3717.23121,0.02931
3715.19213,0.03046
3713.15306,0.03147
3711.11399,0.03229
3709.07491,0.03148
3707.03584,0.03043
3704.99676,0.03104
3702.95769,0.03194
3700.91862,0.03155
3698.87954,0.03064
3696.84047,0.02984
3694.80140,0.02890
3692.76232,0.02800
3690.72325,0.02731
3688.68418,0.02651
3686.64510,0.02682
3684.60603,0.02868
3682.56696,0.02996
3680.52788,0.02968
3678.48881,0.02893
3676.44973,0.02754
3674.41066,0.02682
3672.37159,0.02791
3670.33251,0.02749
3668.29344,0.02615
3666.25437,0.02734
3664.21529,0.02948
3662.17622,0.03035
3660.13715,0.03022
3658.09807,0.02989
3656.05900,0.02912
3654.01992,0.02894
3651.98085,0.02909
3649.94178,0.02735
3647.90270,0.02544
3645.86363,0.02595
3643.82456,0.02757
3641.78548,0.02893
3639.74641,0.03027
3637.70734,0.03194
3635.66826,0.03202
3633.62919,0.03021
3631.59011,0.02948
3629.55104,0.02986
3627.51197,0.02911
3625.47289,0.02824
3623.43382,0.02757
3621.39475,0.02678
3619.35567,0.02638
3617.31660,0.02640
3615.27753,0.02675
3613.23845,0.02765
3611.19938,0.02828
3609.16030,0.02782
3607.12123,0.02780
3605.08216,0.02849
3603.04308,0.02837
3601.00401,0.02831
3598.96494,0.02900
3596.92586,0.02853
3594.88679,0.02701
3592.84772,0.02719
3590.80864,0.02870
3588.76957,0.02887
3586.73049,0.02782
3584.69142,0.02745
3582.65235,0.02710
3580.61327,0.02651
