3117.72210	0.00000
3115.68304	0.00058
3113.64398	0.00199
3111.60492	0.00388
3109.56586	0.00566
3107.52680	0.00707
3105.48774	0.00833
3103.44868	0.00952
3101.40962	0.01034
3099.37056	0.01073
3097.33151	0.01106
3095.29245	0.01190
3093.25339	0.01393
3091.21433	0.01767
3089.17527	0.02308
3087.13621	0.02934
3085.09715	0.03507
3083.05809	0.03883
3081.01903	0.03972
3078.97997	0.03784
3076.94091	0.03448
3074.90185	0.03131
3072.86279	0.02967
3070.82373	0.03042
3068.78467	0.03399
3066.74561	0.03998
3064.70655	0.04716
3062.66749	0.05364
3060.62843	0.05741
3058.58937	0.05725
3056.55031	0.05339
3054.51125	0.04711
3052.47219	0.03998
3050.43313	0.03344
3048.39408	0.02837
3046.35502	0.02488
3044.31596	0.02284
3042.27690	0.02234
3040.23784	0.02394
3038.19878	0.02868
3036.15972	0.03756
3034.12066	0.05097
3032.08160	0.06837
3030.04254	0.08770
3028.00348	0.10483
3025.96442	0.11457
3023.92536	0.11348
3021.88630	0.10221
3019.84724	0.08492
3017.80818	0.06650
3015.76912	0.05016
3013.73006	0.03721
3011.69100	0.02822
3009.65194	0.02335
3007.61288	0.02200
3005.57382	0.02274
3003.53476	0.02394
3001.49571	0.02428
2999.45665	0.02289
2997.41759	0.01956
2995.37853	0.01567
2993.33947	0.01237
2991.30041	0.00951
2989.26135	0.00648
2987.22229	0.00369
2985.18323	0.00243
2983.14417	0.00267
2981.10511	0.00285
2979.06605	0.00261
2977.02699	0.00334
2974.98793	0.00549
2972.94887	0.00746
2970.90981	0.00812
2968.87075	0.00816
2966.83169	0.00872
2964.79263	0.01010
2962.75357	0.01179
2960.71451	0.01361
2958.67545	0.01590
2956.63639	0.01852
2954.59733	0.02143
2952.55828	0.02481
2950.51922	0.02856
2948.48016	0.03291
2946.44110	0.03843
2944.40204	0.04518
2942.36298	0.05301
2940.32392	0.06193
2938.28486	0.07161
2936.24580	0.08193
2934.20674	0.09353
2932.16768	0.10629
2930.12862	0.11882
2928.08956	0.13005
2926.05050	0.13931
2924.01144	0.14565
2921.97238	0.14853
2919.93332	0.14813
2917.89426	0.14513
2915.85520	0.13997
2913.81614	0.13246
2911.77708	0.12322
2909.73802	0.11385
2907.69896	0.10544
2905.65990	0.09773
2903.62085	0.08973
2901.58179	0.08136
2899.54273	0.07353
2897.50367	0.06687
2895.46461	0.06125
2893.42555	0.05654
2891.38649	0.05319
2889.34743	0.05109
2887.30837	0.04924
2885.26931	0.04701
2883.23025	0.04476
2881.19119	0.04283
2879.15213	0.04098
2877.11307	0.03910
2875.07401	0.03759
2873.03495	0.03653
2870.99589	0.03558
2868.95683	0.03487
2866.91777	0.03489
2864.87871	0.03606
2862.83965	0.03845
2860.80059	0.04192
2858.76153	0.04630
2856.72247	0.05089
2854.68342	0.05486
2852.64436	0.05805
2850.60530	0.06009
2848.56624	0.05987
2846.52718	0.05678
2844.48812	0.05135
2842.44906	0.04480
2840.41000	0.03843
2838.37094	0.03272
2836.33188	0.02723
2834.29282	0.02182
2832.25376	0.01723
2830.21470	0.01406
2828.17564	0.01209
2826.13658	0.01064
2824.09752	0.00922
2822.05846	0.00795
2820.01940	0.00703
2817.98034	0.00641
2815.94128	0.00624
2813.90222	0.00668
2811.86316	0.00725
2809.82410	0.00751
2807.78504	0.00770
2805.74599	0.00792
2803.70693	0.00802
2801.66787	0.00792
2799.62881	0.00740
2797.58975	0.00652
2795.55069	0.00554
2793.51163	0.00445
2791.47257	0.00343
2789.43351	0.00307
2787.39445	0.00340
2785.35539	0.00360
2783.31633	0.00326
2781.27727	0.00274
2779.23821	0.00265
2777.19915	0.00324
2775.16009	0.00402
2773.12103	0.00411
2771.08197	0.00331
2769.04291	0.00241
2767.00385	0.00227
2764.96479	0.00261
2762.92573	0.00243
2760.88667	0.00140
2758.84761	0.00029
2756.80856	0.00002
2754.76950	0.00061
2752.73044	0.00132
2750.69138	0.00144
2748.65232	0.00107
2746.61326	0.00089
2744.57420	0.00115
2742.53514	0.00164
2740.49608	0.00217
2738.45702	0.00259
2736.41796	0.00268
2734.37890	0.00241
2732.33984	0.00203
2730.30078	0.00182
2728.26172	0.00182
2726.22266	0.00197
2724.18360	0.00217
2722.14454	0.00195
2720.10548	0.00108
2718.06642	0.00021
2716.02736	0.00000
2713.98830	0.00025
2711.94924	0.00051
2709.91018	0.00056
2707.87113	0.00065
2705.83207	0.00098
2703.79301	0.00134
2701.75395	0.00155
2699.71489	0.00161
2697.67583	0.00144
2695.63677	0.00123
2693.59771	0.00124
2691.55865	0.00145
2689.51959	0.00176
2687.48053	0.00206
2685.44147	0.00219
2683.40241	0.00222
2681.36335	0.00231
2679.32429	0.00219
2677.28523	0.00155
2675.24617	0.00080
2673.20711	0.00044
2671.16805	0.00039
2669.12899	0.00036
2667.08993	0.00040
2665.05087	0.00069
2663.01181	0.00116
2660.97275	0.00147
2658.93370	0.00156
2656.89464	0.00167
2654.85558	0.00194
2652.81652	0.00225
2650.77746	0.00226
2648.73840	0.00194
2646.69934	0.00173
2644.66028	0.00178
2642.62122	0.00181
2640.58216	0.00181
2638.54310	0.00216
2636.50404	0.00274
2634.46498	0.00297
2632.42592	0.00260
2630.38686	0.00182
2628.34780	0.00112
2626.30874	0.00101
2624.26968	0.00139
2622.23062	0.00147
2620.19156	0.00095
2618.15250	0.00027
2616.11344	0.00000
2614.07438	0.00020
2612.03532	0.00052
2609.99627	0.00075
2607.95721	0.00126
2605.91815	0.00217
2603.87909	0.00287
2601.84003	0.00291
2599.80097	0.00262
2597.76191	0.00219
2595.72285	0.00149
2593.68379	0.00083
2591.64473	0.00063
2589.60567	0.00104
2587.56661	0.00175
2585.52755	0.00219
2583.48849	0.00223
2581.44943	0.00208
2579.41037	0.00176
2577.37131	0.00142
2575.33225	0.00136
2573.29319	0.00156
2571.25413	0.00207
2569.21507	0.00262
2567.17601	0.00243
2565.13695	0.00158
2563.09789	0.00115
2561.05884	0.00151
2559.01978	0.00182
2556.98072	0.00152
2554.94166	0.00097
2552.90260	0.00060
2550.86354	0.00052
2548.82448	0.00091
2546.78542	0.00164
2544.74636	0.00217
2542.70730	0.00217
2540.66824	0.00166
2538.62918	0.00115
2536.59012	0.00160
2534.55106	0.00290
2532.51200	0.00374
2530.47294	0.00352
2528.43388	0.00285
2526.39482	0.00229
2524.35576	0.00160
2522.31670	0.00063
2520.27764	0.00000
2518.23858	0.00045
2516.19952	0.00211
2514.16046	0.00384
2512.12141	0.00409
2510.08235	0.00289
2508.04329	0.00160
2506.00423	0.00116
2503.96517	0.00138
2501.92611	0.00153
2499.88705	0.00154
2497.84799	0.00177
2495.80893	0.00211
2493.76987	0.00255
2491.73081	0.00341
2489.69175	0.00420
2487.65269	0.00393
2485.61363	0.00252
2483.57457	0.00091
2481.53551	-0.00001
2479.49645	0.00000
2477.45739	0.00050
2475.41833	0.00082
2473.37927	0.00102
2471.34021	0.00145
2469.30115	0.00161
2467.26209	0.00128
2465.22303	0.00146
2463.18398	0.00250
2461.14492	0.00337
2459.10586	0.00332
2457.06680	0.00269
2455.02774	0.00224
2452.98868	0.00223
2450.94962	0.00253
2448.91056	0.00287
2446.87150	0.00279
2444.83244	0.00221
2442.79338	0.00173
2440.75432	0.00148
2438.71526	0.00113
2436.67620	0.00098
2434.63714	0.00139
2432.59808	0.00186
2430.55902	0.00154
2428.51996	0.00074
2426.48090	0.00061
2424.44184	0.00149
2422.40278	0.00256
2420.36372	0.00281
2418.32466	0.00219
2416.28560	0.00188
2414.24655	0.00238
2412.20749	0.00272
2410.16843	0.00234
2408.12937	0.00168
2406.09031	0.00099
2404.05125	0.00030
2402.01219	0.00004
2399.97313	0.00025
2397.93407	0.00055
2395.89501	0.00075
2393.85595	0.00099
2391.81689	0.00146
2389.77783	0.00207
2387.73877	0.00250
2385.69971	0.00249
2383.66065	0.00207
2381.62159	0.00152
2379.58253	0.00124
2377.54347	0.00155
2375.50441	0.00235
2373.46535	0.00314
2371.42629	0.00344
2369.38723	0.00322
2367.34817	0.00273
2365.30912	0.00218
2363.27006	0.00168
2361.23100	0.00134
2359.19194	0.00139
2357.15288	0.00179
2355.11382	0.00219
2353.07476	0.00235
2351.03570	0.00244
2348.99664	0.00270
2346.95758	0.00296
2344.91852	0.00286
2342.87946	0.00237
2340.84040	0.00182
2338.80134	0.00174
2336.76228	0.00241
2334.72322	0.00360
2332.68416	0.00471
2330.64510	0.00524
2328.60604	0.00505
2326.56698	0.00428
2324.52792	0.00335
2322.48886	0.00264
2320.44980	0.00232
2318.41074	0.00229
2316.37169	0.00248
2314.33263	0.00297
2312.29357	0.00384
2310.25451	0.00479
2308.21545	0.00535
